TOKEN	FORMAT	TOK_COUNT	TOK_FRAC	DOC_COUNT	DOC_FRAC
interceptado	L	126	0.000185942	107	0.00105382
interceptados	L	66	9.73983e-05	64	0.000630325
interceptar	L	106	0.000156428	98	0.000965184
interceptaram	L	21	3.09904e-05	21	0.000206825
interceptou	L	54	7.96895e-05	53	0.000521987
intercessão	L	40	5.90293e-05	35	0.000344709
interclubes	L	18	2.65632e-05	17	0.00016743
interconectada	L	17	2.50874e-05	17	0.00016743
interconectadas	L	23	3.39418e-05	22	0.000216674
interconectado	L	27	3.98448e-05	27	0.000265918
interconectados	L	21	3.09904e-05	20	0.000196976
interconexão	L	31	4.57477e-05	29	0.000285616
intercontinentais	L	33	4.86991e-05	29	0.000285616
intercontinental	L	78	0.000115107	53	0.000521987
intercorrência	L	67	9.8874e-05	57	0.000561383
intercorrências	L	120	0.000177088	104	0.00102428
intercorrente	L	83	0.000122486	24	0.000236372
intercultural	L	18	2.65632e-05	15	0.000147732
interdependência	L	38	5.60778e-05	31	0.000305313
interdição	L	583	0.000860352	366	0.00360467
interdições	L	203	0.000299574	143	0.00140838
interdisciplinar	L	103	0.000152	91	0.000896243
interdisciplinares	L	58	8.55924e-05	49	0.000482592
interdisciplinaridade	L	34	5.01749e-05	33	0.000325011
interdita	L	310	0.000457477	293	0.0028857
interditada	L	420	0.000619807	341	0.00335845
interditadas	L	204	0.000301049	171	0.00168415
interditado	L	357	0.000526836	243	0.00239326
interditados	L	106	0.000156428	87	0.000856847
interditam	L	21	3.09904e-05	18	0.000177279
interditando	L	13	1.91845e-05	13	0.000128035
interditar	L	65	9.59226e-05	58	0.000571232
interditaram	L	26	3.8369e-05	25	0.000246221
interditou	L	89	0.00013134	83	0.000817452
interesar	L	82	0.00012101	43	0.000423499
interessa	L	875	0.00129127	785	0.00773132
interessada	L	437	0.000644895	413	0.00406756
interessadas	L	568	0.000838216	512	0.0050426
interessado	L	1150	0.00169709	1027	0.0101147
interessados	L	2220	0.00327612	1809	0.0178165
interessam	L	248	0.000365981	236	0.00232432
interessando	L	28	4.13205e-05	28	0.000275767
interessante	L	3650	0.00538642	3125	0.0307776
interessantes	L	1860	0.00274486	1735	0.0170877
interessar	L	1129	0.0016661	1118	0.011011
interessaram	L	25	3.68933e-05	24	0.000236372
interessarem	L	21	3.09904e-05	21	0.000206825
interessaria	L	11	1.6233e-05	11	0.000108337
interessasse	L	15	2.2136e-05	14	0.000137883
interessava	L	65	9.59226e-05	65	0.000640173
interessavam	L	22	3.24661e-05	22	0.000216674
interesse	L	9402	0.0138748	7155	0.0704683
interessei	L	28	4.13205e-05	28	0.000275767
interesseira	L	47	6.93594e-05	42	0.00041365
interesseiro	L	31	4.57477e-05	29	0.000285616
interesseiros	L	13	1.91845e-05	11	0.000108337
interessem	L	33	4.86991e-05	33	0.000325011
interesses	L	4647	0.00685772	3807	0.0374945
interesso	L	12	1.77088e-05	11	0.000108337
interessou	L	163	0.000240544	161	0.00158566
interest	L	19	2.80389e-05	17	0.00016743
interestaduais	L	93	0.000137243	70	0.000689417
interestadual	L	231	0.000340894	165	0.00162506
interestelar	L	41	6.0505e-05	26	0.000256069
interestelares	L	15	2.2136e-05	15	0.000147732
interesting	L	14	2.06602e-05	11	0.000108337
interface	L	1153	0.00170152	713	0.00702221
interfaces	L	136	0.000200699	104	0.00102428
Interfax	S	18	2.65632e-05	17	0.00016743
Interfederativo	S	12	1.77088e-05	11	0.000108337
interfere	L	480	0.000708351	458	0.00451076
interferem	L	191	0.000281865	181	0.00178264
interferência	L	1431	0.00211177	1141	0.0112375
interferências	L	334	0.000492894	303	0.00298419
interferia	L	16	2.36117e-05	15	0.000147732
interferido	L	44	6.49322e-05	44	0.000433348
interferindo	L	145	0.000213981	144	0.00141823
interferir	L	1073	0.00158346	942	0.00927759
interferirá	L	20	2.95146e-05	17	0.00016743
interferiram	L	24	3.54176e-05	23	0.000226523
interferirem	L	11	1.6233e-05	11	0.000108337
interferiria	L	12	1.77088e-05	12	0.000118186
interferisse	L	16	2.36117e-05	16	0.000157581
interferiu	L	128	0.000188894	118	0.00116216
Interfinanceiro	S	16	2.36117e-05	16	0.000157581
interfira	L	68	0.00010035	67	0.000659871
interfiram	L	50	7.37866e-05	49	0.000482592
interfone	L	32	4.72234e-05	26	0.000256069
intergaláctica	L	39	5.75535e-05	29	0.000285616
intergeracional	L	38	5.60778e-05	33	0.000325011
Intergestores	S	33	4.86991e-05	31	0.000305313
intergovernamentais	L	18	2.65632e-05	17	0.00016743
intergovernamental	L	23	3.39418e-05	23	0.000226523
ínterim	L	55	8.11652e-05	55	0.000541685
interina	L	177	0.000261204	162	0.00159551
interinamente	L	203	0.000299574	179	0.00176294
interinidade	L	13	1.91845e-05	12	0.000118186
interino	L	848	0.00125142	605	0.00595854
interinos	L	19	2.80389e-05	17	0.00016743
interinstitucional	L	27	3.98448e-05	26	0.000256069
interior	L	8276	0.0122132	6194	0.0610036
interiorana	L	32	4.72234e-05	31	0.000305313
interioranas	L	13	1.91845e-05	12	0.000118186
interiorano	L	19	2.80389e-05	19	0.000187128
interiores	L	344	0.000507652	257	0.00253115
interiorização	L	105	0.000154952	89	0.000876545
interiorizar	L	20	2.95146e-05	19	0.000187128
Interlagos	S	460	0.000678837	243	0.00239326
interliga	L	56	8.2641e-05	55	0.000541685
interligação	L	95	0.000140195	79	0.000778057
interligações	L	29	4.27962e-05	28	0.000275767
interligada	L	36	5.31263e-05	34	0.00033486
interligadas	L	72	0.000106253	69	0.000679569
interligado	L	72	0.000106253	72	0.000709115
interligados	L	86	0.000126913	83	0.000817452
interligam	L	29	4.27962e-05	27	0.000265918
interligando	L	25	3.68933e-05	24	0.000236372
interligar	L	39	5.75535e-05	39	0.000384104
interlocução	L	346	0.000510603	325	0.00320087
interlocutor	L	271	0.000399923	240	0.00236372
interlocutora	L	19	2.80389e-05	19	0.000187128
interlocutores	L	490	0.000723108	414	0.00407741
interlocutória	L	38	5.60778e-05	18	0.000177279
interlocutórias	L	32	4.72234e-05	21	0.000206825
intermediação	L	335	0.00049437	285	0.00280691
intermediações	L	16	2.36117e-05	15	0.000147732
intermediada	L	43	6.34565e-05	42	0.00041365
intermediadas	L	18	2.65632e-05	18	0.000177279
intermediado	L	64	9.44468e-05	61	0.000600778
intermediador	L	39	5.75535e-05	37	0.000364406
intermediadora	L	21	3.09904e-05	17	0.00016743
intermediadores	L	16	2.36117e-05	16	0.000157581
intermediados	L	17	2.50874e-05	17	0.00016743
intermediando	L	27	3.98448e-05	25	0.000246221
intermediar	L	168	0.000247923	156	0.00153642
intermediária	L	426	0.000628662	374	0.00368346
intermediárias	L	116	0.000171185	101	0.000994731
intermediário	L	708	0.00104482	550	0.00541685
intermediários	L	587	0.000866254	465	0.0045797
Intermédica	S	51	7.52623e-05	32	0.000315162
intermédio	L	443	0.000653749	403	0.00396907
intermediou	L	55	8.11652e-05	53	0.000521987
intermináveis	L	130	0.000191845	128	0.00126065
interminável	L	161	0.000237593	159	0.00156596
interministeriais	L	15	2.2136e-05	12	0.000118186
interministerial	L	91	0.000134292	84	0.000827301
intermitência	L	14	2.06602e-05	14	0.000137883
intermitente	L	291	0.000429438	156	0.00153642
intermitentes	L	68	0.00010035	58	0.000571232
intermunicipais	L	74	0.000109204	60	0.000590929
intermunicipal	L	183	0.000270059	156	0.00153642
interna	L	3275	0.00483302	2775	0.0273305
internação	L	1652	0.00243791	1215	0.0119663
internacionais	L	7337	0.0108274	5514	0.0543064
internacional	L	11391	0.0168101	8214	0.0808982
internacionalista	L	16	2.36117e-05	14	0.000137883
internacionalização	L	171	0.00025235	126	0.00124095
internacionalizar	L	31	4.57477e-05	28	0.000275767
internacionalmente	L	660	0.000973983	628	0.00618506
internações	L	1036	0.00152886	645	0.00635249
internada	L	1452	0.00214276	1082	0.0106564
internadas	L	423	0.000624234	363	0.00357512
internado	L	2563	0.0037823	1858	0.0182991
internados	L	736	0.00108614	544	0.00535776
Internal	S	20	2.95146e-05	19	0.000187128
interná-la	LH	14	2.06602e-05	12	0.000118186
internalização	L	32	4.72234e-05	29	0.000285616
internalizada	L	20	2.95146e-05	17	0.00016743
internalizado	L	17	2.50874e-05	17	0.00016743
internalizar	L	30	4.42719e-05	29	0.000285616
interná-lo	LH	13	1.91845e-05	13	0.000128035
internamente	L	678	0.00100055	634	0.00624415
internamento	L	66	9.73983e-05	58	0.000571232
internamentos	L	35	5.16506e-05	25	0.000246221
internar	L	101	0.000149049	93	0.00091594
internas	L	1366	0.00201585	1224	0.012055
international	L	30	4.42719e-05	23	0.000226523
Internationale	S	13	1.91845e-05	11	0.000108337
internato	L	106	0.000156428	96	0.000945487
internauta	L	486	0.000717206	406	0.00399862
internautas	L	1555	0.00229476	1285	0.0126557
Internazionale	S	46	6.78837e-05	40	0.000393953
internet	L	13132	0.0193793	8282	0.0815679
InternetLab	C	16	2.36117e-05	15	0.000147732
interno	L	3394	0.00500863	2725	0.026838
internos	L	1880	0.00277438	1521	0.0149801
internou	L	43	6.34565e-05	41	0.000403802
interoperabilidade	L	60	8.85439e-05	42	0.00041365
Interparlamentar	S	16	2.36117e-05	15	0.000147732
interpelação	L	37	5.46021e-05	23	0.000226523
interpelado	L	22	3.24661e-05	22	0.000216674
interpessoais	L	167	0.000246447	148	0.00145763
interpessoal	L	81	0.000119534	71	0.000699266
interplanetária	L	32	4.72234e-05	26	0.000256069
interplanetárias	L	14	2.06602e-05	12	0.000118186
interpõe	L	13	1.91845e-05	12	0.000118186
Interpol	S	414	0.000610953	272	0.00267888
interpor	L	53	7.82138e-05	39	0.000384104
interpôs	L	67	9.8874e-05	64	0.000630325
interposição	L	126	0.000185942	85	0.00083715
interposta	L	36	5.31263e-05	34	0.00033486
interpostas	L	29	4.27962e-05	28	0.000275767
interposto	L	180	0.000265632	158	0.00155611
interpostos	L	81	0.000119534	63	0.000620476
interpreta	L	1104	0.00162921	913	0.00899197
interpretação	L	3201	0.00472382	2651	0.0261092
interpretações	L	750	0.0011068	686	0.00675629
interpretada	L	1307	0.00192878	1155	0.0113754
interpretadas	L	146	0.000215457	143	0.00140838
interpretado	L	1837	0.00271092	1540	0.0151672
interpretados	L	195	0.000287768	190	0.00187128
interpretá-la	LH	17	2.50874e-05	17	0.00016743
interpretá-lo	LH	20	2.95146e-05	17	0.00016743
interpretam	L	168	0.000247923	161	0.00158566
interpretamos	L	16	2.36117e-05	16	0.000157581
interpretando	L	334	0.000492894	318	0.00313192
interpretar	L	1134	0.00167348	970	0.00955336
interpretará	L	72	0.000106253	61	0.000600778
interpretaram	L	86	0.000126913	81	0.000797754
interpretarem	L	24	3.54176e-05	24	0.000236372
interpretaria	L	19	2.80389e-05	19	0.000187128
interpretasse	L	11	1.6233e-05	11	0.000108337
interpretativa	L	51	7.52623e-05	46	0.000453046
interpretativas	L	39	5.75535e-05	37	0.000364406
interpretativo	L	46	6.78837e-05	43	0.000423499
interpretativos	L	15	2.2136e-05	14	0.000137883
interpretava	L	78	0.000115107	72	0.000709115
interprete	L	35	5.16506e-05	32	0.000315162
intérprete	L	876	0.00129274	736	0.00724873
intérpretes	L	219	0.000323185	189	0.00186143
interpreto	L	11	1.6233e-05	11	0.000108337
interpretou	L	766	0.00113041	625	0.00615551
inter-racial	LH	20	2.95146e-05	18	0.000177279
interracial	L	20	2.95146e-05	19	0.000187128
interregno	L	15	2.2136e-05	14	0.000137883
interroga	L	25	3.68933e-05	25	0.000246221
interrogação	L	59	8.70682e-05	56	0.000551534
interrogações	L	93	0.000137243	82	0.000807603
interrogada	L	38	5.60778e-05	33	0.000325011
interrogadas	L	17	2.50874e-05	17	0.00016743
interrogado	L	156	0.000230214	145	0.00142808
interrogados	L	56	8.2641e-05	54	0.000531836
interrogar	L	35	5.16506e-05	32	0.000315162
interrogatório	L	376	0.000554875	285	0.00280691
interrogatórios	L	82	0.00012101	75	0.000738662
interrogou	L	12	1.77088e-05	11	0.000108337
interrompa	L	53	7.82138e-05	53	0.000521987
interrompam	L	21	3.09904e-05	20	0.000196976
interrompe	L	470	0.000693594	453	0.00446152
interrompem	L	78	0.000115107	77	0.000758359
interrompendo	L	167	0.000246447	157	0.00154626
interromper	L	1092	0.0016115	994	0.00978973
interromperá	L	39	5.75535e-05	39	0.000384104
interromperam	L	117	0.000172661	111	0.00109322
interromperia	L	17	2.50874e-05	17	0.00016743
interrompesse	L	19	2.80389e-05	19	0.000187128
interrompeu	L	493	0.000727536	469	0.0046191
interrompida	L	745	0.00109942	701	0.00690402
interrompidas	L	247	0.000364506	225	0.00221598
interrompido	L	816	0.0012042	767	0.00755405
interrompidos	L	215	0.000317282	198	0.00195007
interrupção	L	1418	0.00209259	1125	0.0110799
interrupções	L	370	0.000546021	325	0.00320087
interruptor	L	53	7.82138e-05	42	0.00041365
interruptores	L	25	3.68933e-05	24	0.000236372
interseção	L	126	0.000185942	118	0.00116216
intersecção	L	52	7.6738e-05	50	0.000492441
interseccional	L	12	1.77088e-05	12	0.000118186
interseccionalidade	L	19	2.80389e-05	17	0.00016743
intersecções	L	12	1.77088e-05	12	0.000118186
interseções	L	21	3.09904e-05	19	0.000187128
intersetoriais	L	24	3.54176e-05	19	0.000187128
intersetorial	L	46	6.78837e-05	42	0.00041365
intersexo	L	78	0.000115107	40	0.000393953
Intersexos	S	14	2.06602e-05	14	0.000137883
intersexuais	L	18	2.65632e-05	17	0.00016743
Intersindical	S	153	0.000225787	144	0.00141823
interstício	L	22	3.24661e-05	19	0.000187128
intertravado	L	16	2.36117e-05	14	0.000137883
intertropical	L	12	1.77088e-05	12	0.000118186
intervalado	L	17	2.50874e-05	14	0.000137883
intervalo	L	3166	0.00467217	2443	0.0240607
intervalos	L	505	0.000745244	441	0.00434333
interveio	L	105	0.000154952	101	0.000994731
intervém	L	48	7.08351e-05	43	0.000423499
intervêm	L	15	2.2136e-05	14	0.000137883
intervenção	L	3352	0.00494665	2437	0.0240016
intervencionismo	L	25	3.68933e-05	22	0.000216674
intervencionista	L	48	7.08351e-05	45	0.000443197
intervencionistas	L	20	2.95146e-05	19	0.000187128
intervenções	L	1129	0.0016661	915	0.00901167
intervenha	L	24	3.54176e-05	22	0.000216674
intervenientes	L	24	3.54176e-05	23	0.000226523
interventor	L	168	0.000247923	113	0.00111292
interventores	L	14	2.06602e-05	13	0.000128035
intervieram	L	26	3.8369e-05	24	0.000236372
Interview	S	11	1.6233e-05	11	0.000108337
intervindo	L	28	4.13205e-05	27	0.000265918
intervir	L	566	0.000835264	521	0.00513124
interviram	L	12	1.77088e-05	11	0.000108337
intervirem	L	12	1.77088e-05	12	0.000118186
interviu	L	18	2.65632e-05	18	0.000177279
Intervozes	S	61	9.00196e-05	38	0.000374255
intestinais	L	465	0.000686215	421	0.00414635
intestinal	L	607	0.000895769	339	0.00333875
intestino	L	1317	0.00194354	656	0.00646083
intestinos	L	76	0.000112156	68	0.00066972
Intifada	S	30	4.42719e-05	19	0.000187128
intima	L	67	9.8874e-05	63	0.000620476
íntima	L	912	0.00134587	702	0.00691387
intimação	L	448	0.000661128	310	0.00305313
intimações	L	102	0.000150525	68	0.00066972
intimada	L	126	0.000185942	109	0.00107352
intimadas	L	23	3.39418e-05	22	0.000216674
intimado	L	242	0.000357127	209	0.0020584
intimados	L	84	0.000123961	78	0.000768208
intimamente	L	177	0.000261204	172	0.001694
intimar	L	56	8.2641e-05	53	0.000521987
íntimas	L	629	0.000928235	536	0.00527897
Intimem-se	SH	16	2.36117e-05	16	0.000157581
intimida	L	66	9.73983e-05	63	0.000620476
intimidação	L	337	0.000497322	280	0.00275767
intimidações	L	95	0.000140195	76	0.00074851
intimidada	L	51	7.52623e-05	48	0.000472743
intimidadas	L	18	2.65632e-05	16	0.000157581
intimidade	L	1077	0.00158936	852	0.0083912
intimidades	L	37	5.46021e-05	36	0.000354558
intimidado	L	63	9.29711e-05	58	0.000571232
intimidador	L	34	5.01749e-05	33	0.000325011
intimidadora	L	23	3.39418e-05	22	0.000216674
intimidados	L	48	7.08351e-05	44	0.000433348
intimidá-la	LH	57	8.41167e-05	57	0.000561383
intimidam	L	129	0.000190369	129	0.0012705
intimidando	L	25	3.68933e-05	24	0.000236372
intimidante	L	11	1.6233e-05	11	0.000108337
intimidar	L	330	0.000486991	292	0.00287586
intimidaram	L	19	2.80389e-05	19	0.000187128
intimidatório	L	15	2.2136e-05	13	0.000128035
intimidou	L	77	0.000113631	72	0.000709115
intimista	L	175	0.000258253	157	0.00154626
intimistas	L	42	6.19807e-05	40	0.000393953
íntimo	L	680	0.0010035	596	0.0058699
íntimos	L	374	0.000551924	336	0.0033092
intimou	L	79	0.000116583	77	0.000758359
intitula	L	42	6.19807e-05	42	0.00041365
intitulada	L	317	0.000467807	310	0.00305313
intituladas	L	14	2.06602e-05	14	0.000137883
intitulado	L	546	0.000805749	515	0.00507214
intitulados	L	29	4.27962e-05	29	0.000285616
intitulam	L	17	2.50874e-05	16	0.000157581
intitular	L	11	1.6233e-05	11	0.000108337
intitulou	L	14	2.06602e-05	14	0.000137883
into	L	119	0.000175612	109	0.00107352
intocada	L	32	4.72234e-05	30	0.000295465
intocadas	L	25	3.68933e-05	21	0.000206825
intocado	L	23	3.39418e-05	23	0.000226523
intocados	L	25	3.68933e-05	24	0.000236372
intocáveis	L	34	5.01749e-05	34	0.00033486
intocável	L	73	0.000107728	68	0.00066972
intolerância	L	929	0.00137095	649	0.00639188
intolerâncias	L	39	5.75535e-05	32	0.000315162
intolerante	L	63	9.29711e-05	55	0.000541685
intolerantes	L	62	9.14954e-05	59	0.00058108
intoleráveis	L	64	9.44468e-05	63	0.000620476
intolerável	L	85	0.000125437	75	0.000738662
intoxicação	L	403	0.00059472	253	0.00249175
intoxicações	L	51	7.52623e-05	48	0.000472743
intoxicadas	L	16	2.36117e-05	16	0.000157581
intoxicado	L	14	2.06602e-05	14	0.000137883
intoxicados	L	18	2.65632e-05	17	0.00016743
intoxicar	L	11	1.6233e-05	11	0.000108337
INTR	U	16	2.36117e-05	16	0.000157581
intra	L	11	1.6233e-05	11	0.000108337
intra-auricular	LH	42	6.19807e-05	23	0.000226523
intracraniana	L	69	0.000101825	42	0.00041365
intracraniano	L	28	4.13205e-05	27	0.000265918
intradia	L	41	6.0505e-05	35	0.000344709
intradiária	L	13	1.91845e-05	12	0.000118186
intradiário	L	12	1.77088e-05	11	0.000108337
intragável	L	29	4.27962e-05	27	0.000265918
intrajornada	L	23	3.39418e-05	13	0.000128035
intramuscular	L	21	3.09904e-05	20	0.000196976
intranet	L	15	2.2136e-05	12	0.000118186
intranquilidade	L	21	3.09904e-05	19	0.000187128
intranquilo	L	11	1.6233e-05	11	0.000108337
intransferível	L	30	4.42719e-05	30	0.000295465
intransigência	L	51	7.52623e-05	47	0.000462895
intransigente	L	109	0.000160855	97	0.000955336
intransigentes	L	18	2.65632e-05	18	0.000177279
intransitáveis	L	33	4.86991e-05	31	0.000305313
intransponíveis	L	46	6.78837e-05	43	0.000423499
intransponível	L	57	8.41167e-05	54	0.000531836
intraocular	L	22	3.24661e-05	13	0.000128035
intratável	L	25	3.68933e-05	23	0.000226523
intrauterina	L	15	2.2136e-05	12	0.000118186
intrauterino	L	20	2.95146e-05	19	0.000187128
intravenosa	L	37	5.46021e-05	33	0.000325011
intrepidez	L	14	2.06602e-05	14	0.000137883
intrépido	L	20	2.95146e-05	20	0.000196976
intricada	L	27	3.98448e-05	25	0.000246221
intricadas	L	21	3.09904e-05	21	0.000206825
intricado	L	18	2.65632e-05	17	0.00016743
intriga	L	213	0.000314331	202	0.00198946
intrigada	L	52	7.6738e-05	49	0.000482592
intrigado	L	97	0.000143146	93	0.00091594
intrigados	L	41	6.0505e-05	40	0.000393953
intrigam	L	67	9.8874e-05	65	0.000640173
intrigando	L	16	2.36117e-05	15	0.000147732
intrigante	L	337	0.000497322	306	0.00301374
intrigantes	L	121	0.000178564	120	0.00118186
intrigar	L	23	3.39418e-05	22	0.000216674
intrigas	L	219	0.000323185	192	0.00189097
intrigou	L	51	7.52623e-05	49	0.000482592
intrincada	L	55	8.11652e-05	52	0.000512139
intrincadas	L	34	5.01749e-05	34	0.00033486
intrincado	L	56	8.2641e-05	54	0.000531836
intrincados	L	38	5.60778e-05	38	0.000374255
intrínseca	L	107	0.000157903	99	0.000975033
intrinsecamente	L	105	0.000154952	102	0.00100458
intrínsecas	L	28	4.13205e-05	26	0.000256069
intrínseco	L	77	0.000113631	70	0.000689417
intrínsecos	L	27	3.98448e-05	27	0.000265918
introdução	L	818	0.00120715	738	0.00726843
introduções	L	17	2.50874e-05	15	0.000147732
introdutória	L	13	1.91845e-05	13	0.000128035
introdutórias	L	13	1.91845e-05	12	0.000118186
introdutório	L	20	2.95146e-05	18	0.000177279
introduz	L	180	0.000265632	176	0.00173339
introduza	L	12	1.77088e-05	12	0.000118186
introduzem	L	20	2.95146e-05	20	0.000196976
introduzida	L	143	0.00021103	135	0.00132959
introduzidas	L	134	0.000197748	125	0.0012311
introduzido	L	208	0.000306952	194	0.00191067
introduzidos	L	93	0.000137243	91	0.000896243
introduzindo	L	73	0.000107728	72	0.000709115
introduzir	L	352	0.000519458	338	0.0033289
introduziram	L	34	5.01749e-05	33	0.000325011
introduziu	L	231	0.000340894	218	0.00214704
introito	L	53	7.82138e-05	52	0.000512139
intromete	L	19	2.80389e-05	19	0.000187128
intrometer	L	44	6.49322e-05	44	0.000433348
intromissão	L	73	0.000107728	64	0.000630325
intromissões	L	13	1.91845e-05	13	0.000128035
introspecção	L	220	0.000324661	198	0.00195007
introspectiva	L	87	0.000128389	86	0.000846999
introspectivas	L	12	1.77088e-05	12	0.000118186
introspectivo	L	106	0.000156428	97	0.000955336
introspectivos	L	23	3.39418e-05	21	0.000206825
introvertida	L	25	3.68933e-05	22	0.000216674
introvertido	L	37	5.46021e-05	27	0.000265918
intrusa	L	18	2.65632e-05	14	0.000137883
intrusão	L	37	5.46021e-05	32	0.000315162
intrusivas	L	11	1.6233e-05	11	0.000108337
intrusivo	L	17	2.50874e-05	15	0.000147732
intruso	L	44	6.49322e-05	40	0.000393953
intrusos	L	47	6.93594e-05	43	0.000423499
intubação	L	196	0.000289243	124	0.00122125
intubada	L	47	6.93594e-05	34	0.00033486
intubadas	L	12	1.77088e-05	12	0.000118186
intubado	L	127	0.000187418	95	0.000935638
intubados	L	37	5.46021e-05	23	0.000226523
intuição	L	396	0.00058439	326	0.00321072
intuições	L	18	2.65632e-05	17	0.00016743
intuir	L	16	2.36117e-05	15	0.000147732
intuitiva	L	256	0.000377787	218	0.00214704
intuitivamente	L	28	4.13205e-05	28	0.000275767
intuitivas	L	35	5.16506e-05	31	0.000305313
intuitivo	L	391	0.000577011	371	0.00365391
intuitivos	L	59	8.70682e-05	54	0.000531836
intuito	L	2192	0.0032348	2036	0.0200522
INTZ	U	108	0.000159379	23	0.000226523
inúmeras	L	1948	0.00287473	1828	0.0180036
inumeráveis	L	13	1.91845e-05	13	0.000128035
inúmeros	L	1511	0.00222983	1425	0.0140346
inunda	L	40	5.90293e-05	40	0.000393953
inundação	L	442	0.000652273	315	0.00310238
inundações	L	902	0.00133111	576	0.00567292
inundada	L	91	0.000134292	80	0.000787906
inundadas	L	102	0.000150525	89	0.000876545
inundado	L	77	0.000113631	75	0.000738662
inundados	L	45	6.64079e-05	44	0.000433348
inundam	L	26	3.8369e-05	25	0.000246221
inundando	L	30	4.42719e-05	30	0.000295465
inundar	L	64	9.44468e-05	60	0.000590929
inundaram	L	41	6.0505e-05	39	0.000384104
inundou	L	61	9.00196e-05	59	0.00058108
inusitada	L	506	0.00074672	483	0.00475698
inusitadas	L	207	0.000305476	188	0.00185158
inusitado	L	556	0.000820507	531	0.00522972
inusitados	L	228	0.000336467	213	0.0020978
inusual	L	19	2.80389e-05	19	0.000187128
inúteis	L	151	0.000222835	137	0.00134929
inútil	L	268	0.000395496	247	0.00243266
inutilidade	L	39	5.75535e-05	38	0.000374255
inutilização	L	34	5.01749e-05	32	0.000315162
inutilizados	L	22	3.24661e-05	17	0.00016743
inutilizar	L	21	3.09904e-05	20	0.000196976
inutilizável	L	16	2.36117e-05	16	0.000157581
inutilmente	L	16	2.36117e-05	16	0.000157581
invada	L	34	5.01749e-05	33	0.000325011
invadam	L	23	3.39418e-05	21	0.000206825
invade	L	975	0.00143884	889	0.0087556
invadem	L	612	0.000903148	551	0.0054267
invadia	L	28	4.13205e-05	28	0.000275767
invadiam	L	20	2.95146e-05	19	0.000187128
invadida	L	563	0.000830837	521	0.00513124
invadidas	L	148	0.000218408	127	0.0012508
invadido	L	464	0.000684739	422	0.0041562
invadidos	L	103	0.000152	99	0.000975033
invadindo	L	217	0.000320234	211	0.0020781
invadir	L	1345	0.00198486	1184	0.011661
invadira	L	11	1.6233e-05	11	0.000108337
invadirá	L	33	4.86991e-05	32	0.000315162
invadiram	L	705	0.00104039	608	0.00598808
invadirem	L	145	0.000213981	142	0.00139853
invadisse	L	19	2.80389e-05	17	0.00016743
invadissem	L	20	2.95146e-05	19	0.000187128
invadiu	L	1103	0.00162773	977	0.0096223
invalida	L	96	0.00014167	91	0.000896243
inválida	L	49	7.23108e-05	44	0.000433348
invalidação	L	39	5.75535e-05	34	0.00033486
invalidada	L	41	6.0505e-05	37	0.000364406
invalidadas	L	19	2.80389e-05	18	0.000177279
invalidade	L	37	5.46021e-05	30	0.000295465
invalidado	L	82	0.00012101	81	0.000797754
invalidando	L	17	2.50874e-05	17	0.00016743
invalidar	L	102	0.000150525	90	0.000886394
invalidaria	L	11	1.6233e-05	11	0.000108337
inválidas	L	19	2.80389e-05	17	0.00016743
invalide	L	14	2.06602e-05	12	0.000118186
invalidez	L	354	0.000522409	206	0.00202886
inválido	L	57	8.41167e-05	53	0.000521987
inválidos	L	43	6.34565e-05	34	0.00033486
invalidou	L	39	5.75535e-05	37	0.000364406
invariavelmente	L	149	0.000219884	147	0.00144778
invasão	L	4873	0.00719124	3257	0.0320776
invasiva	L	178	0.00026268	163	0.00160536
invasivas	L	99	0.000146097	78	0.000768208
invasivo	L	155	0.000228738	138	0.00135914
invasivos	L	102	0.000150525	89	0.000876545
invasões	L	765	0.00112893	493	0.00485547
invasor	L	174	0.000256777	149	0.00146747
invasora	L	61	9.00196e-05	48	0.000472743
invasoras	L	74	0.000109204	52	0.000512139
invasores	L	696	0.00102711	518	0.00510169
inveja	L	480	0.000708351	392	0.00386074
invejada	L	13	1.91845e-05	13	0.000128035
invejáveis	L	15	2.2136e-05	14	0.000137883
invejável	L	96	0.00014167	95	0.000935638
invejosa	L	27	3.98448e-05	24	0.000236372
invejosas	L	16	2.36117e-05	16	0.000157581
invejoso	L	22	3.24661e-05	18	0.000177279
invejosos	L	25	3.68933e-05	23	0.000226523
invenção	L	424	0.00062571	343	0.00337815
invencibilidade	L	210	0.000309904	184	0.00181218
invencíveis	L	31	4.57477e-05	31	0.000305313
invencível	L	114	0.000168233	109	0.00107352
invenções	L	166	0.000244971	131	0.0012902
inventa	L	265	0.000391069	241	0.00237357
inventada	L	92	0.000135767	92	0.000906091
inventadas	L	63	9.29711e-05	62	0.000610627
inventado	L	152	0.000224311	144	0.00141823
inventados	L	42	6.19807e-05	40	0.000393953
inventam	L	61	9.00196e-05	57	0.000561383
inventamos	L	14	2.06602e-05	13	0.000128035
inventando	L	90	0.000132816	85	0.00083715
inventar	L	291	0.000429438	271	0.00266903
inventará	L	43	6.34565e-05	39	0.000384104
inventaram	L	66	9.73983e-05	64	0.000630325
inventariante	L	78	0.000115107	46	0.000453046
inventário	L	434	0.000640468	299	0.0029448
inventários	L	57	8.41167e-05	44	0.000433348
inventava	L	18	2.65632e-05	18	0.000177279
inventei	L	16	2.36117e-05	16	0.000157581
inventiva	L	51	7.52623e-05	48	0.000472743
